"","P16902_146","P16902_147","P16902_148","P16902_144","P16902_145","P16902_149"
"IFNLR1",6.40461685682177,6.40200899166213,5.13786241172375,4.82464481268825,5.46935070319513,4.68467332000649
"SH3BGR",6.41762377436216,6.64638115531134,6.05488661074004,6.29367165290976,6.44800815064414,6.97674618414927
"FAM174B",8.26522052484028,8.14176170676316,8.32515149771504,7.44873701099171,7.99954014910263,6.58046374046774
"C19orf68",5.93418371095413,6.08491777140764,5.81044805857035,5.49445599134623,5.57607598002124,5.54910236469605
"TMEM179B",7.673401304741,7.55967679243628,7.88956606158594,8.37761526210994,7.91601970225924,9.13159714940931
"GPRIN3",11.5139952048027,11.5243027463079,11.5277815081056,11.2431144658272,11.5049582062764,10.2680947846043
"PARPBP",6.90000882976452,6.85270764240235,7.17585758764933,7.47638291567302,6.92618409152662,7.74814814760953
"STAC3",5.85484684019812,5.7368316223205,5.49586482724437,5.77536139914715,5.67254547946021,5.97857887220761
"ROR1",7.23412992501544,7.34402419881522,7.17585758764933,8.43256820435577,7.22633559280886,8.68014427585977
"SDHAP1",9.12454509727444,9.28038674039384,9.14714416613549,9.22771337610427,9.36403406204377,9.07071799425663
"MUC1",5.3344412562722,5.34383018699978,5.49586482724437,5.53181738139766,5.29596108369109,5.73777627602365
"C17orf70",9.21183054218733,8.74907569367151,9.16817070911359,9.21965421899244,9.58382697032583,8.41689570901026
"IRF7",5.62750733317344,5.31286008562374,5.69565584988958,6.10134683232378,6.0837061780769,6.12443048056718
"L3MBTL1",9.68311280066463,9.41770647442367,9.00632698038949,8.28328174582559,9.12175916757172,8.30978741587605
"BRCC3",8.63321165952193,8.93231906027272,8.72325281888699,8.47583701489437,8.66768478986377,8.51895526805538
"SV2B",7.7827951013011,7.59423896180188,6.65662472716031,5.53181738139766,6.44800815064414,4.88837907797739
"FAM131C",6.66452682316319,6.2134331229608,5.83737023149546,5.4150421589993,6.07080875752555,4.33057497578978
"C1orf227",5.22411723473243,5.09718127405855,5.29031095099465,5.05921631031587,5.39908280147121,5.15195654074678
"PDE6G",4.99520527768772,5.2124335202594,5.13786241172375,5.0909007841773,5.20943279770974,4.68467332000649
"PRKG1",9.55273161675383,9.66069007540449,9.17511183834421,10.5057709823208,9.36041351770686,11.4864922452179
"NR2F2",10.3146107606063,10.5474265027068,10.7083533477393,10.7778131585701,10.9011031224924,10.1949928352401
"NXF2",4.7165496130104,4.95891832408665,4.7660846074949,4.33057497578978,4.33057497578978,4.33057497578978
"DLK1",5.91485715615986,5.88893120691801,6.16047993900056,6.99568221814795,7.06635083100479,7.4811886036557
"TLCD2",5.29925920898593,5.00838899562681,5.29031095099465,5.56781120866857,5.20943279770974,5.59411117987997
"LSAMP",12.9370750137649,13.0840439952377,12.8119317222085,11.7070391870926,12.4363512383549,10.4437067791169
"AHNAK2",9.80617737252654,9.61025725292547,8.68481806014692,9.38215416456074,10.0251356211174,8.7077928690121
"OLFML2A",6.26671530794524,6.12926986364968,6.51138402021999,7.64915361222885,7.88592779193738,9.06251233281305
"SP1",10.2361818299033,10.3043614426851,10.410320404458,10.8095775339975,10.1959214110522,11.1623070950846
"SPATA8",5.29925920898593,5.05426032044833,5.45827589049947,4.64396487703681,4.80549449477315,4.33057497578978
"WASH3P",8.04829365157979,7.79404665123918,7.94507471577092,9.0113129406992,9.09294730013371,8.52614536735095
"ACTBP7",5.5207400332063,5.48441204341114,6.00991838444328,5.20526093226038,5.32290848716218,5.15195654074678
"MRPL40",8.31219858346385,8.23798184467487,8.38639790174872,8.38382629045204,8.52809748622889,8.16661474546285
"DBX2",4.99520527768772,5.05426032044833,6.25772181162451,4.33057497578978,4.80549449477315,4.33057497578978
"FAM212A",6.04388889103782,5.83429039028268,5.7255112363932,5.77536139914715,6.35859427178238,5.5258120673756
"PDIA2",7.24117963765951,6.70333499340347,6.79998829512151,6.74132882678262,7.91601970225924,4.98896808752624
"PCGF3",11.1473470073146,10.9704574002671,10.9538789998901,11.0865557661655,11.4113324219007,10.5103007209271
"LMLN",8.23069435517052,8.28676846667809,8.04999422004313,8.20353298018949,8.04558755474859,8.66503306417162
"P4HB",10.904537779985,10.6998360758259,10.8202070684523,11.5075289993598,11.1190753223568,12.2438087476996
"PSMD13",10.4152565664871,10.3957963060765,10.2542719682723,10.5329457782791,10.5720288212222,10.6165620779558
"PBX1",13.3873765242843,13.5922314894482,13.4344275956143,13.1095433656223,13.2790441046618,13.0317628959215
"NDUFA4L2",6.8354600493058,6.80185420069733,6.44847108684433,6.67299782293208,7.23708728805804,5.89830401412361
"SHC4",10.1394041609444,10.0271229468341,9.67675044647636,8.72426104368107,9.26293448311582,7.45097907944464
"ZFP36L1",7.50912406189651,7.62797515941513,8.88733802173831,9.4036505091447,8.07843500081321,9.80271184237064
"UBE2L3",10.6525745500081,10.6096199256229,10.4819715509518,10.8581741315251,10.7585839436986,10.8919245414025
"NTF3",4.87482195210638,4.90491546544878,5.19204933581343,5.3280834021818,4.99924798284876,6.29124861845814
"BRWD1",12.8085172729171,12.8365816925864,12.7391444290415,12.7585450415753,12.8160652046054,12.5519443208982
"PMEL",5.14109345202186,5.17594971784969,5.83737023149546,5.05921631031587,5.37441071259404,5.91480976668293
"SYN3",9.29412413521009,9.40812435886994,9.0821557501178,7.97258404126916,8.80381792561637,6.84927332268354
"POU3F1",8.14796931794989,7.97289824292198,8.22135559310035,8.35249821575882,8.48653826724274,6.5513242749642
"ZBTB3",8.08745859130208,7.98034834265512,8.03984308046441,8.29651739935661,8.42300960856741,8.15736519835445
"MORN5",6.06122660456922,5.90657782030436,6.33042650449943,7.22427350818905,6.00415649635366,8.57086426954066
"EP400NL",7.02061302111871,7.24752405153874,7.3355137098602,6.95075475096743,7.199087088906,7.14500941893176
"PRAME",6.52916670743809,6.37842206372085,5.83737023149546,4.55239249687834,4.33057497578978,4.33057497578978
"MYBL1",5.9531937412958,6.17206882112393,6.88387612917015,6.35770001541804,5.91887334582027,6.68213699712675
"C16orf52",9.79327301949617,9.89229947699272,9.67021863269374,9.39754136843486,9.53756295687157,8.8269892391492
"DRG1",9.94735360405823,9.99458071564599,9.68487379556799,10.0106678922133,10.0144304954956,10.0357950563363
"ANKFY1",11.3527166934012,11.3563080423225,11.6276097555742,11.4609697173005,11.425538787576,11.7785499561927
"YTHDF3",10.9517383357877,11.1320623424677,11.0848231667599,10.996197408717,10.9379775419158,11.0273496282846
"ZNF696",7.89323685491838,7.73788899500471,7.70226217510557,7.60701256006494,7.84478820167845,7.60964233684129
"ADARB2",6.85421751109717,6.97969885755654,6.61470214021762,6.93351947928908,7.40348336308433,5.73777627602365
"NRG3",9.74291081521706,9.90791786919045,9.45338070182393,9.9680388627361,10.1287387769462,10.0786958229421
"SRL",5.40082433975998,5.2124335202594,5.63329680407505,5.20526093226038,5.42310223496893,5.15195654074678
"C11orf87",9.90217838422387,9.9443470789281,9.34474682174218,7.93348273280204,8.79489427307196,7.23100224333004
"IFIT1",7.68370276245463,7.8803163866039,8.08496485668686,10.0853739849347,8.4997928231422,9.840600491338
"CXorf38",7.74889523544411,7.62320475048297,7.72150846225944,7.55989440366878,7.67109281969654,7.75226551809383
"KCNQ5",6.14437114006863,6.15796744435664,6.57141063641404,6.06802763232559,5.87375914045291,5.54910236469605
"KCNIP4",9.15239474412405,9.20173360768444,7.10845497857026,7.14725081659193,8.11054322171175,5.22140032273235
"MORF4L1",12.7618834283583,12.7879757421995,12.688764997386,12.7583465855571,12.8325858903089,12.8494673034855
"WDR53",6.99564779673892,7.06064047442664,6.72369361431858,7.11215977246549,6.8853279124242,7.31198940754958
"DMWD",8.73260115285752,8.54400644205889,8.89015460981113,8.71772864628175,8.98102587777097,8.6321061243264
"SLC52A2",7.59911006013672,7.06064047442664,7.60189652432882,7.66634825729697,7.93899227619341,7.52532030003391
"PIGP",8.29225369556463,8.49300929790695,8.21686291476407,8.23367555975418,8.33695871293833,8.74521744240032
"IKZF1",5.5207400332063,5.71625300812078,5.7255112363932,5.96211569431352,5.79433681434327,5.45239055899795
"PCYT2",9.51033966023747,9.22375609943226,9.0821557501178,9.17628960959673,9.62262053138256,8.46009837150516
"NAT8L",8.80463218759551,8.68467801082702,8.87885499257802,8.34402699597376,9.34705975790669,7.33981132903799
"NPAP1",5.6018543074561,5.92395793531019,5.53204272811162,4.91404266993799,5.07654591073903,4.88837907797739
"BCAP31",9.75506242136882,9.66988124163369,9.63207500609705,10.3202831927919,10.0723486567461,10.936551602791
"ARL17A",7.62609313702697,8.16479953223991,7.57388309620775,6.65890241898307,6.70835702131992,6.80127051198349
"RPL12P4",5.14109345202186,5.09718127405855,5.2426758087291,5.3280834021818,5.23931319139556,5.47749470033185
"GNB1L",6.59857684600822,6.32990443424444,6.62882379950556,6.29367165290976,6.8853279124242,5.81198514857821
"DNAH14",11.3630696942987,11.5614864544801,11.4321499300322,10.1950480233847,10.6392563780284,10.022333799207
"C1orf110",4.33057497578978,4.33057497578978,4.33057497578978,5.37262261357025,4.74232802187034,6.96235222053922
"NPIPB4",6.78739762772996,7.43429514159085,6.79998829512151,5.87256822454692,6.04459192115025,6.59003562630551
"ZNF829",8.06015644934267,8.27472691615526,7.68928444166657,7.95316761118244,8.10185782762859,7.71898670555813
"THNSL1",8.57944213207293,8.62910859222468,8.53076178760897,8.17034468079859,8.24277372158141,8.16968466716145
"TRIM69",10.2161091567086,10.1804544744002,10.1407776438126,9.70343353442857,10.1685954556051,9.34548181011079
"ATP6V0C",5.29925920898593,5.05426032044833,5.0153475618871,4.77291247508709,5.17836802896297,5.07532107295397
"IFITM1",5.43226952355336,5.24729833481842,4.33057497578978,10.3564039182397,9.19543279022115,11.1900302317969
"LAMP1",10.358266282277,10.1796506059332,10.3695919353632,11.0182460990497,10.6991994998323,11.6175603736193
"POMK",10.4129583455159,10.417095168493,10.6026031441729,10.3977719911688,10.4855485543243,10.1258741715663
"LINC00839",5.29925920898593,5.17594971784969,4.7660846074949,5.54997731954909,5.59610890044655,4.58127373257168
"KLHDC8B",8.67482244167284,8.56143550191553,8.56997514870699,9.19989204179019,8.63203623817222,9.71860034075482
"SETD4",9.35768852306139,9.32617696587529,9.29039286680889,9.19754913987009,9.44943999520147,9.39596528816414
"PTCH1",9.08269847586965,9.02664801427606,10.4894083710455,9.67257483865142,9.60946626106346,9.50286520072151
"RTN4RL1",7.673401304741,7.2286626536223,7.03759706541257,7.25667404173319,7.75134088524586,6.00920807852439
"PAGR1",6.17610689899361,6.19979772223188,6.11933501176659,6.26520864888704,6.40903241569879,6.08250174298976
"NKAIN3",7.90206434329552,8.07381404238375,8.39833901483169,9.39140620183165,7.9127074203427,9.89609038609743
"RNPC3",9.7083308760994,9.74681215326646,9.3651177511977,9.30591659991689,9.65252588033268,9.23741615377881
"ZNF267",8.44453599608621,8.69147535733056,8.15713539366096,8.20821187066838,8.2636699680789,8.56156492192857
"IRS2",7.94539845021997,8.25033539374865,8.82098471473035,8.79422245037405,8.03649629061221,8.87840452188125
"BICD2",10.7528943222716,10.5203821598241,10.5368348214293,10.6224732515875,10.8300781232106,10.3130070935396
"TMLHE",8.17728956042556,8.36266177971322,8.41802230083098,8.01866490352035,7.86893076154135,8.43992984962074
"SLITRK2",7.99571614512264,8.20662278524194,8.77904263540914,7.14725081659193,8.31210843498759,5.22140032273235
"SDHAP3",9.05934942303815,9.03200872378282,9.1041463139336,8.18228632444168,8.5892953404146,7.9406542465097
"PLK5",5.74711795931809,5.05426032044833,5.13786241172375,5.05921631031587,5.63503194179442,4.58127373257168
"RASA3",9.64835284738618,9.46995602440841,9.51300945375746,9.91487710236835,9.60437477464621,9.73932162851211
"LRCH3",10.4978141239432,10.6743861763704,10.83997452014,10.6692529423328,10.5741127414149,10.7708996319142
"LEMD1",7.1390734122226,7.33232000194245,6.65662472716031,6.93928874200785,7.47304188353518,5.50195500208462
"NDUFA13",6.17610689899361,6.186010907159,6.399200953035,6.23608662521658,6.35859427178238,6.20421240927874
"ZNF566",9.53451472618957,9.57521953368805,9.45528195302108,9.22311367008242,9.34094868537437,8.79166113275508
"ZNF529",9.99320898101777,9.86455332933702,9.7073785276798,9.47500765230559,9.68568483035659,9.30572787836751
"ZNF284",7.19106458252092,7.20310972633089,7.20377091105087,7.36237456870527,7.41767348983945,7.16389018268598
"DLEU7",6.12819034179057,6.12926986364968,6.16047993900056,5.3049269085433,5.77775078358577,5.11466593771837
"TAL2",5.26254826080776,5.37374005388151,5.07933519419276,5.3049269085433,5.17836802896297,4.94087121374919
"MATN1-AS1",5.14109345202186,5.28072429172865,5.07933519419276,5.02596345433389,5.4465120496375,5.03357482878391
"AIDA",8.91503119280458,8.9208034727136,9.25807536473635,9.25388019706793,9.05311282450646,9.52451960093856
"C15orf41",9.00334769545298,9.06201441064629,9.98111034288637,8.67284018235232,9.0694750500515,8.60747038819856
"GSAP",6.02629639048941,5.87100821421757,4.86296472820736,4.71402308857299,5.07654591073903,4.68467332000649
"AGBL4",7.44374501965757,7.63746793871332,6.58599920034065,6.48500758652161,6.99167538730857,5.7938961322474
"CYP2R1",9.45627740472928,9.32326630029189,9.33857891940322,8.98301364370541,9.49637596709566,8.54278339593474
"LRRC70",5.3344412562722,5.13762512309315,5.41912560421338,5.28112095084593,4.80549449477315,6.00920807852439
"ANKRD46",11.764635990368,11.7594858450899,11.3146307990964,11.2957566537177,11.5833390834092,10.5163140707951
"PIP5K1C",9.0768966425727,8.95130909473487,9.37318611230145,8.75807702542315,9.36162137754763,8.07458872633557
"TEX38",5.0958257135656,4.77662214806139,5.0153475618871,4.77291247508709,5.11210946503177,5.11466593771837
"ZBTB6",9.96210278067534,10.0127503464972,9.87152003468054,9.45749705428178,9.80675431059308,9.28472657664277
"C2orf76",6.81643943712401,6.81046349923715,7.05821634900997,6.93928874200785,6.89222287773343,7.50097370161107
"POLR3C",9.05148142646217,9.07419006118042,8.99851952195043,9.14501613350372,9.33481156665159,9.07398719875292
"WWOX",7.86642075436646,7.93888189586916,7.67618662531909,8.17513332165389,7.80600096679389,8.49227875959925
"CIDECP",8.2376665973062,7.95410068733368,7.72150846225944,8.00526570963986,8.25326000806279,7.68921232485547
"CCDC84",8.70022975884059,8.84767674792207,8.39038934388409,8.38175893899911,8.36138496906497,8.37234968959896
"BCL9L",8.3480576326007,8.20978982772904,8.82687773711074,8.21287549559311,8.14194509234496,8.25017389671768
"POLR1D",9.36880632694728,9.3563889038936,9.1305751083305,9.50940289037947,9.40912337299681,9.51252958812337
"KIF18B",5.9531937412958,5.71625300812078,6.74960856768488,7.25667404173319,6.31676160488645,7.44076318907934
"ZNRF1",10.2516982529934,10.2371860003864,9.97979063814797,9.77191805559056,10.3178411335085,8.77768436969042
"FFAR4",5.26254826080776,5.05426032044833,5.13786241172375,4.71402308857299,4.56883750728876,4.76371589021208
"SAPCD2",6.39147731265288,5.69527237656877,6.97381680886921,7.44474282247544,7.0723947844243,6.96235222053922
"EDARADD",4.93817568778476,4.90491546544878,5.07933519419276,4.71402308857299,5.17836802896297,4.33057497578978
"SLC51B",4.60390596466056,4.69525161239808,4.33057497578978,4.91404266993799,4.80549449477315,5.15195654074678
"MARC1",7.79233381817689,7.74667471801027,8.26116683070521,7.1814751206461,7.70220203043486,7.13227778960985
"SOWAHB",5.6525384434395,5.71625300812078,5.49586482724437,5.97436269294477,5.79433681434327,6.67320839276355
"BLOC1S4",7.18375548402539,7.27228180361364,7.26680255576584,7.4685394090624,7.6231073976722,7.23100224333004
"ZNF749",8.97242502650014,9.00681935856758,8.76068573776764,8.4912528267593,8.61387435525855,8.0313273339539
"KLHL32",8.802288440212,8.69147535733056,8.89015460981113,8.61424117511111,8.74387088125423,8.24145119078836
"MKL2",10.3454685279972,10.5203821598241,10.4537368407458,9.87953204719966,10.040292063538,10.3679143715549
"BTLA",4.99520527768772,4.84495094307666,5.0153475618871,4.99090412180236,4.86095996838829,4.88837907797739
"ZNF17",8.91503119280458,9.03912540041212,8.9561484306793,8.64038902406979,8.74572469772659,8.69297135053693
"NBPF12",8.27202685849682,8.29870951892699,8.1711419178634,8.09399110690924,8.15878673236071,8.45759277300808
"KDM4D",6.92676259669851,6.94904069284673,6.68385737112564,6.97900650440671,6.99167538730857,6.96235222053922
"TOR3A",7.54920138532055,7.50359283809551,7.84937931103585,7.84287586624285,7.80957118629394,8.36701671733974
"PABPC1L2A",5.67698376420325,5.40267998277688,5.0153475618871,5.28112095084593,5.37441071259404,4.68467332000649
"GABRA5",8.47726641310471,8.20344870999435,7.61569752442371,7.12730784464336,8.04860514168567,6.29124861845814
"PPP1CC",11.1783438562397,11.0609603206809,11.1717383037585,11.4634067707955,11.1968615508633,11.5155981144162
"ZNF555",10.0970808498847,10.200406892984,9.99031460181907,10.1234833479357,10.4233321331666,9.65567690395344
"MST1P2",5.83411797820783,5.79633174395148,5.81044805857035,6.07923636656541,6.21725309445207,6.00920807852439
"NAP1L3",11.8506273762998,11.8151390910019,11.274305925738,11.3706352279468,11.9244450355077,10.0391408220919
"CA5BP1",7.83908899707503,7.74228866356456,7.72150846225944,7.39175697258473,7.6552779251961,7.45097907944464
"PRELID2",6.00844026539826,6.26653250017841,6.16047993900056,6.04529202176455,6.24005731496927,6.27917803362026
"BACE1",10.5257341515143,10.5393036588751,10.2411150245166,9.75847904130288,10.2542754984016,9.36695411060571
"GOLGA6L17P",4.93817568778476,4.77662214806139,4.86296472820736,4.82464481268825,4.99924798284876,4.94087121374919
"RGS9BP",5.67698376420325,5.6520241287847,6.20029399103025,5.45558649408591,5.63503194179442,5.18746296578136
"THBS2",8.53774988172669,8.09796538318799,8.99851952195043,9.05727523268453,9.3579947543258,9.99416653365323
"RXRA",7.87092537703759,7.48263188491263,8.29138273173614,8.97755959016727,8.53883685259872,8.80746984176902
"ANKRD37",5.72424503540458,5.48441204341114,5.81044805857035,5.70027502758029,5.69081184736494,5.67858866699434
"C9orf47",5.3344412562722,4.95891832408665,5.29031095099465,5.7607533951804,5.32290848716218,6.79310186108496
"NUDT17",6.80682798154666,6.62684248559454,6.84855731667408,6.70759898081338,6.71621387992826,6.69981722026509
"KIAA1024L",5.3344412562722,5.51016048524524,5.63329680407505,5.85918570565528,5.81067810207035,5.11466593771837
"LINC00643",8.07971114500789,7.87632492610492,6.84855731667408,6.64465633337608,6.60177306867266,6.97674618414927
"ZNF75D",8.2376665973062,8.25033539374865,8.26986526502253,8.56957397218127,8.53455075113621,8.75747869292391
"CYP4X1",7.40049822086436,7.50878465907413,5.78285907365734,6.01035734573399,6.79235481056696,4.94087121374919
"KRT10",6.69631622744201,6.60701201275565,6.68385737112564,6.67999007974596,6.78493148136335,6.77661481002274
"GOLGA8R",5.36825224778896,5.28072429172865,5.13786241172375,5.3049269085433,5.07654591073903,5.42659714675519
"CCDC30",9.14502071247182,9.31742725761455,8.71691803825858,9.21502864595236,8.88845660449804,10.1171944929458
"NKRF",9.57209556688697,9.67445493269953,9.39117632047299,9.30482880103541,9.56193164796194,8.71828678420789
"GLDN",6.04388889103782,5.67386991742712,5.56693702969189,4.55239249687834,5.20943279770974,5.28523604052962
"KPNA4",11.3224290925775,11.411772268041,11.5585945226999,11.3771125115135,11.3928590756303,11.3644814417087
"TRDN",6.04388889103782,5.67386991742712,5.29031095099465,5.54997731954909,5.4465120496375,5.11466593771837
"ZNF501",8.18091264014681,8.31643631995126,7.75923408296481,8.43057005667427,8.64202774393158,8.1511653914015
"ZNF197",10.8483894595234,10.913588216169,10.705961530401,10.6355004650242,10.8461185557443,10.3645849092254
"FAM228A",6.16034128042322,6.25346714605822,6.4803071669202,5.63615875497389,5.87375914045291,5.75680447202851
"NAP1L2",10.0346636124938,9.99366619472618,8.93721112787581,8.82341074784193,9.65252588033268,6.99099058435697
"AQP7P1",6.17610689899361,6.62684248559454,6.46448655819503,5.99848057344674,5.7264309006772,6.09663944422455
"RPS23",13.0160281507085,12.9803389472433,13.2752437565874,13.4561335926863,13.3345617627199,13.4010695439698
"GNG2",13.8201653139404,13.9199579078,13.3218013807017,13.1577390421982,13.7663050786287,11.4922995835998
"BTN3A2",5.83411797820783,5.60690679268508,6.25772181162451,5.70027502758029,5.77775078358577,6.17818765351574
"AKAP14",5.85484684019812,6.08491777140764,5.86366298223323,8.4950810177533,6.09646749403237,9.66437163844004
"PCLO",12.2723496730242,12.6141910745148,12.2838789193039,11.1252407016372,11.7173423953015,9.52093306413943
"RGS7BP",9.51891843862347,9.28338530420872,7.75923408296481,7.73961738834925,8.5789285082514,6.17818765351574
"INSIG1",10.918644874125,10.908261252172,9.76061282904259,10.3511484580784,10.7354951927669,9.43714671615689
"MYT1L",11.8534543894698,11.8769284418521,11.585297470247,11.1834608125206,11.8855447396156,9.39596528816414
"C5orf38",5.3344412562722,5.40267998277688,5.56693702969189,5.96211569431352,6.12159469522682,5.7938961322474
"ZNF396",7.52069154069623,7.45598363703094,7.38491811861045,7.83985469913699,7.59434452332097,8.24727223557794
"TMEM222",9.32544204007221,8.8718035384235,9.28184555216452,9.29937744430838,9.37603721939128,8.99167177571807
"SEPT10",9.33032529086652,9.49990414998577,9.87009603223881,10.3901053336085,9.55244510329546,10.9437083086569
"FAM86B1",5.54851785949931,5.6520241287847,5.29031095099465,5.94973919615279,5.57607598002124,6.53153329507253
"XKR5",4.87482195210638,4.84495094307666,4.86296472820736,5.23135019106063,5.26812364332126,5.54910236469605
"SMYD4",8.48898549385237,8.56884075769906,8.69129571949293,8.87420714580602,8.78771523027141,9.09827227609654
"GPATCH8",10.2019788976978,10.4116287317598,10.4346018347657,10.0046546680198,9.92089583917251,10.0835647543077
"CEACAM19",6.69631622744201,6.66563710439642,6.36527543281753,6.27476788446092,6.63548630992359,5.59411117987997
"NF2",10.6667892914662,10.5380499198679,10.4229977602487,10.555054369816,10.8173799915865,10.4853804359381
"C6orf1",8.57395267837515,8.34837600371051,8.42192671374476,7.94757108047335,8.53455075113621,7.41489349881731
"UBE2H",11.5363345770801,11.5369087092332,11.52958585467,11.6262565912146,11.6750141782864,12.1134401616802
"MIR22HG",7.66822231500951,7.65158864104377,7.53079143157882,7.12730784464336,7.43637318374401,7.71898670555813
"KTN1-AS1",6.36478816236259,6.0388771203416,6.33042650449943,6.32150807584472,6.32734927396785,6.51143928016197
"KATNA1",7.94539845021997,8.05630930338481,8.13824378640928,8.41852229954071,8.16435677203213,8.52614536735095
"ARAP1",7.24117963765951,7.00225076772355,8.34585943003566,8.52721447592187,7.82728884990171,9.2198194259136
"KIF24",7.24819384114694,7.29660770278445,7.88956606158594,9.03250666152457,7.65924825659466,9.61139836671625
"PDE2A",8.33512167246894,7.98034834265512,8.24801918127465,6.98458762895756,7.65129641608071,6.06819675099262
"LRRC16B",9.74534934734069,9.2878714723138,9.14478880607621,8.54209052079175,9.49417526294008,6.52152479638696
"PRR5",7.1390734122226,7.21594487438752,7.25797082264261,7.3750425574174,7.87915334433172,7.10645774094267
"ZFP91",10.2161091567086,10.3190358946643,10.1109510493067,10.33260202948,10.1952445361955,10.3679143715549
"C17orf58",8.0680105217294,7.89222397711092,7.98268170929863,7.87863757101133,8.1191760897541,7.20089795596581
"BCDIN3D",7.55483479848096,7.58935303296618,7.50874119576164,7.85190101178858,7.82022829088924,7.81656814366023
"MAGEE2",5.22411723473243,5.53524434648493,5.19204933581343,4.55239249687834,5.17836802896297,4.33057497578978
"EEF1GP1",6.07831789081791,6.31748106638303,6.0767532850492,5.12120644125242,5.14598214718274,5.11466593771837
"CYP27C1",5.26254826080776,5.45795213323723,6.00991838444328,6.65179842733786,6.58458917618073,6.15160304901779
"LYRM7",9.51463543563667,9.47913676435949,9.02949824907701,9.07014202555374,9.12887288519351,8.9442168808762
"DTX2P1",5.6018543074561,5.40267998277688,5.78285907365734,5.37262261357025,5.57607598002124,5.25394328805817
"CCDC42B",4.33057497578978,4.77662214806139,5.29031095099465,5.7607533951804,4.66714835127326,6.48070743372353
"MST1L",5.54851785949931,5.75702651981449,5.56693702969189,5.81805978469791,5.82678316373963,5.34453517938545
"BCR",11.4025966239652,11.1685703632291,11.3436387684631,11.1475389810487,11.3768342768524,10.3572329196666
"MPPED1",6.78739762772996,6.49227442759739,5.98677983682015,5.56781120866857,6.45757155210179,4.83010453277739
"FSCN2",5.43226952355336,5.40267998277688,5.53204272811162,5.61949520913034,5.37441071259404,5.28523604052962
"SPIN4",8.6146206254352,8.8718035384235,8.35814192546247,8.4484538693029,8.42995252440677,8.29300692357761
"ZNF732",5.0958257135656,5.00838899562681,4.86296472820736,5.7607533951804,5.67254547946021,5.94713050764567
"SPIN2B",7.14662114384871,7.12350224223334,6.98465473288329,6.95075475096743,7.36980368498061,6.9032122694239
"HYAL3",6.70674692185684,6.24026434647469,6.21973164683618,6.47689875896768,6.56717883825407,6.40604308854489
"VSIG10L",6.44325127059483,6.60701201275565,6.11933501176659,6.07923636656541,6.42866709038505,5.65810362455486
"ZNF397",10.0366556148741,10.3095145051842,10.4112995522247,9.97489011019399,10.1884582532034,10.1685056557114
"ZSCAN30",9.36087380699604,9.43398607704045,9.23612014068533,9.1155323652251,9.15837232796426,9.08860737905608
"TPCN1",6.86349994425119,6.77569217432756,6.6427968877454,6.67299782293208,6.3991018748316,6.6089740508496
"HEXIM1",8.47726641310471,8.3541074292864,9.32824000418812,8.6979512528077,8.53455075113621,9.06908060194216
"LINC00846",6.72736783383392,6.59698438339265,6.09823090651264,6.28425515241289,6.0837061780769,6.20421240927874
"TRABD2A",5.6525384434395,5.81547244195914,6.77503369616368,7.14725081659193,5.93352705716022,5.59411117987997
"PDZD7",7.72915364180026,7.3498397812423,6.99540769375669,6.71441314140921,7.44100945016814,5.63720988468804
"POFUT2",8.65416781502297,8.52889680918753,8.54871904204772,9.13157768414237,8.77324862172371,9.8868344005459
"QRFPR",4.60390596466056,4.33057497578978,4.33057497578978,4.64396487703681,4.66714835127326,4.58127373257168
"MAPT",13.2988919760301,13.2107989399696,12.596239836992,12.3560261569542,13.3679712415738,10.1738421614607
"ERCC6L",5.91485715615986,5.75702651981449,6.03261425473495,6.93928874200785,5.97641267591333,7.388537870084
"TMEM17",7.49159265832426,7.45598363703094,7.58795930644445,7.33668941949539,7.29991146090615,7.52532030003391
"C1QL4",7.19106458252092,6.90172495385375,8.29564766292227,7.91639054272443,8.39726046490169,7.23100224333004
